gnd,year,age,dm1_pop,dm1_dead,irs_posinc_pop,irs_posinc_dead,irs_zeroinc_pop,irs_zeroinc_dead,irs_pop,irs_dead,cdc_dead,cdc_pop
F,2001,40,2684874,3156,2159694.0,2095.0,297882.0,805.0,2466326.0,2912.0,3537,2322098
F,2002,40,2677147,3106,2150936.0,2185.0,288192.0,762.0,2448778.0,2953.0,3448,2291233
F,2003,40,2658858,3116,2128153.0,2169.0,285352.0,804.0,2424402.0,2982.0,3476,2285662
F,2004,40,2633100,2983,2096748.0,1996.0,285326.0,850.0,2394192.0,2860.0,3375,2287941
F,2005,40,2512057,2861,1973816.0,1925.0,281372.0,843.0,2267101.0,2774.0,3157,2244129
F,2006,40,2434811,2690,1906816.0,1768.0,267285.0,831.0,2185806.0,2617.0,2953,2102820
F,2007,40,2411121,2665,1878282.0,1792.0,259863.0,804.0,2149780.0,2604.0,2900,2050266
F,2008,40,2432731,2548,1886711.0,1716.0,254384.0,782.0,2154092.0,2511.0,2795,2043855
F,2009,40,2492184,2632,1952872.0,1808.0,233622.0,771.0,2201293.0,2593.0,2858,2081313
F,2010,40,2579753,2647,2014978.0,1771.0,241476.0,842.0,2273425.0,2628.0,2712,2192025
F,2011,40,2515603,2479,1933130.0,1638.0,246763.0,819.0,2195437.0,2464.0,2821,2175750
F,2012,40,2398659,2377,1814652.0,1593.0,236729.0,767.0,2063078.0,2367.0,2654,2055091
F,2013,40,2326129,2333,1744118.0,1497.0,235946.0,803.0,1990562.0,2308.0,2596,1968259
F,2014,40,2340978,2443,1700703.0,1493.0,290926.0,924.0,1997174.0,2424.0,2530,1940627
F,2001,41,2696330,3485,2159896.0,2406.0,303995.0,843.0,2473105.0,3261.0,3731,2358452
F,2002,41,2681718,3461,2173288.0,2414.0,279990.0,838.0,2463414.0,3266.0,3847,2326545
F,2003,41,2674041,3370,2149536.0,2289.0,284937.0,924.0,2445825.0,3225.0,3768,2296230
F,2004,41,2655742,3291,2121309.0,2237.0,287184.0,934.0,2421420.0,3181.0,3575,2291770
F,2005,41,2630117,3187,2089375.0,2109.0,288885.0,976.0,2391332.0,3093.0,3600,2295371
F,2006,41,2509196,2942,1974621.0,1880.0,277083.0,1002.0,2264327.0,2887.0,3436,2252637
F,2007,41,2432121,2922,1908792.0,1922.0,262175.0,918.0,2183189.0,2859.0,3149,2111306
F,2008,41,2408456,2924,1881094.0,1881.0,252684.0,972.0,2147176.0,2874.0,3099,2058913
F,2009,41,2430183,2781,1904925.0,1883.0,232034.0,860.0,2151581.0,2749.0,3047,2052619
F,2010,41,2489552,2753,1945837.0,1880.0,235651.0,851.0,2198700.0,2742.0,2911,2067167
F,2011,41,2577106,2874,2003862.0,1877.0,249887.0,965.0,2270797.0,2858.0,2960,2197115
F,2012,41,2513124,2773,1935464.0,1792.0,244518.0,960.0,2192973.0,2757.0,3036,2177317
F,2013,41,2396282,2661,1808320.0,1732.0,241181.0,896.0,2060711.0,2641.0,2890,2056391
F,2014,41,2323796,2664,1690393.0,1664.0,291964.0,969.0,1988254.0,2641.0,2930,1977497
F,2001,42,2666132,3597,2142924.0,2444.0,295505.0,915.0,2447782.0,3366.0,3970,2276695
F,2002,42,2692845,3725,2173660.0,2584.0,285824.0,934.0,2469844.0,3530.0,4154,2360011
F,2003,42,2678257,3703,2170071.0,2562.0,278122.0,960.0,2460148.0,3537.0,4167,2326876
F,2004,42,2670671,3532,2141923.0,2309.0,287351.0,1089.0,2442600.0,3409.0,4037,2296066
F,2005,42,2652451,3597,2113555.0,2332.0,290901.0,1138.0,2418239.0,3488.0,4039,2291530
F,2006,42,2626930,3620,2089403.0,2360.0,285162.0,1156.0,2388239.0,3529.0,3957,2294736
F,2007,42,2506254,3178,1975663.0,2069.0,272707.0,1017.0,2261440.0,3110.0,3540,2251520
F,2008,42,2429199,3148,1910499.0,2065.0,255905.0,1013.0,2180330.0,3094.0,3433,2109888
F,2009,42,2405532,3106,1899523.0,2112.0,229965.0,959.0,2144302.0,3079.0,3302,2056603
F,2010,42,2427402,2967,1897347.0,1949.0,234415.0,987.0,2148832.0,2950.0,3107,2047451
F,2011,42,2486799,3031,1934463.0,1923.0,244213.0,1063.0,2195958.0,3001.0,3327,2088504
F,2012,42,2574232,3148,2005064.0,2048.0,248511.0,1054.0,2267939.0,3114.0,3295,2198171
F,2013,42,2510351,3061,1928112.0,2045.0,249409.0,982.0,2190216.0,3041.0,3337,2177715
F,2014,42,2393621,2912,1750280.0,1777.0,301581.0,1111.0,2058070.0,2890.0,3306,2064604
F,2001,43,2634214,3843,2117966.0,2628.0,292092.0,953.0,2419628.0,3589.0,4420,2281350
F,2002,43,2662535,4066,2155025.0,2836.0,278596.0,1022.0,2444416.0,3868.0,4571,2279943
F,2003,43,2689120,4079,2169336.0,2766.0,284991.0,1107.0,2466314.0,3887.0,4444,2363514
F,2004,43,2674554,4055,2160583.0,2712.0,282009.0,1185.0,2456611.0,3913.0,4497,2331007
F,2005,43,2667139,4048,2132460.0,2663.0,292463.0,1246.0,2439191.0,3926.0,4487,2301346
F,2006,43,2648854,3964,2112801.0,2559.0,287559.0,1289.0,2414751.0,3861.0,4400,2297856
F,2007,43,2623310,3775,2088967.0,2445.0,281609.0,1243.0,2384710.0,3704.0,4159,2301759
F,2008,43,2503076,3550,1976916.0,2357.0,266570.0,1136.0,2258330.0,3506.0,3983,2259139
F,2009,43,2426051,3377,1928481.0,2215.0,233421.0,1108.0,2177236.0,3330.0,3770,2117558
F,2010,43,2402426,3169,1889486.0,2127.0,234250.0,1003.0,2141223.0,3150.0,3491,2069115
F,2011,43,2424435,3341,1885645.0,2226.0,242833.0,1076.0,2145882.0,3319.0,3531,2049430
F,2012,43,2483768,3303,1935267.0,2148.0,243024.0,1109.0,2192957.0,3272.0,3508,2089016
F,2013,43,2571084,3400,1995604.0,2198.0,255291.0,1168.0,2264825.0,3381.0,3622,2197973
F,2014,43,2507290,3425,1863674.0,2104.0,316431.0,1291.0,2187175.0,3402.0,3658,2184835
F,2001,44,2655356,4303,2133425.0,2915.0,293004.0,1095.0,2436473.0,4026.0,4684,2262324
F,2002,44,2630371,4398,2128299.0,3016.0,276876.0,1118.0,2416039.0,4151.0,4806,2278277
F,2003,44,2658469,4355,2149924.0,3016.0,278038.0,1128.0,2440548.0,4158.0,4857,2274320
F,2004,44,2685041,4374,2159337.0,2895.0,288880.0,1309.0,2462427.0,4220.0,4742,2355630
F,2005,44,2670499,4333,2151145.0,2830.0,286740.0,1352.0,2452698.0,4199.0,4784,2321347
F,2006,44,2663091,4268,2130881.0,2679.0,289379.0,1456.0,2435265.0,4149.0,4779,2290114
F,2007,44,2644890,4227,2111337.0,2743.0,284655.0,1377.0,2410890.0,4142.0,4627,2284312
F,2008,44,2619535,4281,2088590.0,2784.0,276211.0,1416.0,2381006.0,4220.0,4614,2286129
F,2009,44,2499526,3911,1994637.0,2570.0,243795.0,1284.0,2254824.0,3872.0,4404,2241348
F,2010,44,2422674,3678,1917572.0,2392.0,238196.0,1257.0,2173906.0,3662.0,3980,2121229
F,2011,44,2399257,3596,1877063.0,2331.0,243335.0,1224.0,2138073.0,3566.0,3914,2060687
F,2012,44,2421094,3535,1885410.0,2336.0,242364.0,1159.0,2142563.0,3508.0,3736,2049632
F,2013,44,2480465,3555,1925385.0,2333.0,250090.0,1190.0,2189685.0,3536.0,3779,2088590
F,2014,44,2567684,3746,1926636.0,2304.0,327262.0,1411.0,2261444.0,3725.0,4054,2204527
F,2001,45,2600647,4601,2084722.0,3130.0,288583.0,1157.0,2383748.0,4296.0,4940,2180011
F,2002,45,2651053,4706,2142964.0,3225.0,278042.0,1215.0,2432447.0,4458.0,5191,2260411
F,2003,45,2625973,4748,2122779.0,3222.0,276441.0,1298.0,2411888.0,4546.0,5185,2275557
F,2004,45,2654114,4660,2139518.0,3059.0,282097.0,1398.0,2436390.0,4479.0,5140,2271294
F,2005,45,2680667,4834,2148859.0,3160.0,294145.0,1515.0,2458207.0,4686.0,5163,2352677
F,2006,45,2666166,4836,2147366.0,3183.0,285743.0,1506.0,2448499.0,4712.0,5242,2318320
F,2007,45,2658823,4604,2128807.0,2962.0,286954.0,1536.0,2431116.0,4516.0,4926,2286767
F,2008,45,2640663,4662,2109985.0,3028.0,279937.0,1539.0,2406748.0,4590.0,4987,2280805
F,2009,45,2615254,4570,2105368.0,3049.0,253591.0,1435.0,2376786.0,4509.0,4932,2282194
F,2010,45,2495615,4096,1981674.0,2615.0,249885.0,1447.0,2250952.0,4079.0,4461,2271418
F,2011,45,2418996,4084,1903523.0,2562.0,248271.0,1469.0,2170244.0,4048.0,4324,2101047
F,2012,45,2395661,3843,1875959.0,2473.0,243444.0,1307.0,2134507.0,3797.0,4176,2060421
F,2013,45,2417559,3775,1875478.0,2419.0,249131.0,1310.0,2139055.0,3741.0,4126,2048451
F,2014,45,2476910,3967,1856773.0,2376.0,321553.0,1548.0,2186149.0,3942.0,4180,2094227
F,2001,46,2531789,4852,2021641.0,3288.0,283456.0,1217.0,2315592.0,4514.0,5181,2188271
F,2002,46,2596046,5057,2093455.0,3455.0,274366.0,1300.0,2379452.0,4778.0,5248,2180913
F,2003,46,2646347,5100,2136239.0,3462.0,278438.0,1398.0,2427989.0,4876.0,5587,2262137
F,2004,46,2621225,5174,2111002.0,3423.0,281215.0,1519.0,2407342.0,4969.0,5727,2278419
F,2005,46,2649454,5135,2128607.0,3407.0,287546.0,1545.0,2431911.0,4976.0,5623,2276013
F,2006,46,2675833,5098,2145068.0,3330.0,292572.0,1614.0,2453521.0,4961.0,5527,2359182
F,2007,46,2661330,4986,2143128.0,3216.0,284796.0,1639.0,2443787.0,4872.0,5502,2325773
F,2008,46,2654219,5094,2126552.0,3351.0,282932.0,1645.0,2426600.0,5019.0,5470,2295486
F,2009,46,2636001,5062,2126426.0,3353.0,257132.0,1617.0,2402158.0,4996.0,5486,2290719
F,2010,46,2610684,4876,2089333.0,3148.0,261654.0,1661.0,2372277.0,4837.0,5342,2288779
F,2011,46,2491519,4537,1965928.0,2904.0,261157.0,1580.0,2246873.0,4501.0,5123,2232716
F,2012,46,2414912,4196,1901526.0,2728.0,249017.0,1415.0,2166196.0,4162.0,4666,2100030
F,2013,46,2391818,4235,1864719.0,2627.0,251155.0,1548.0,2130710.0,4195.0,4486,2058350
F,2014,46,2413784,4186,1806238.0,2496.0,321299.0,1653.0,2135314.0,4163.0,4501,2053539
F,2001,47,2496340,5179,1994289.0,3559.0,279638.0,1285.0,2285002.0,4863.0,5404,2109830
F,2002,47,2526937,5156,2028541.0,3540.0,270614.0,1347.0,2311078.0,4906.0,5653,2189603
F,2003,47,2590989,5435,2085562.0,3665.0,275593.0,1492.0,2374674.0,5184.0,5757,2183207
F,2004,47,2641247,5472,2124491.0,3647.0,282784.0,1591.0,2423113.0,5267.0,5904,2265496
F,2005,47,2616051,5417,2099119.0,3551.0,287272.0,1670.0,2402373.0,5241.0,6027,2283353
F,2006,47,2644319,5559,2123192.0,3637.0,287252.0,1749.0,2426935.0,5413.0,6038,2282479
F,2007,47,2670735,5643,2139901.0,3640.0,292224.0,1831.0,2448560.0,5502.0,6149,2367220
F,2008,47,2656344,5571,2139108.0,3543.0,282041.0,1903.0,2438915.0,5469.0,6063,2334953
F,2009,47,2649125,5586,2141919.0,3706.0,260732.0,1773.0,2421581.0,5508.0,6053,2305711
F,2010,47,2630939,5472,2109063.0,3517.0,266423.0,1871.0,2397162.0,5422.0,5739,2297017
F,2011,47,2605808,5279,2072127.0,3289.0,273588.0,1921.0,2367440.0,5238.0,5592,2286253
F,2012,47,2486982,4907,1963489.0,3112.0,261902.0,1721.0,2242372.0,4860.0,5404,2230790
F,2013,47,2410716,4708,1889280.0,2971.0,257491.0,1670.0,2162034.0,4664.0,5151,2097185
F,2014,47,2387583,4651,1794872.0,2697.0,323450.0,1879.0,2126515.0,4593.0,4929,2062844
F,2001,48,2406838,5213,1923002.0,3594.0,269364.0,1289.0,2203368.0,4895.0,5514,2046074
F,2002,48,2491161,5647,2000246.0,3968.0,267717.0,1366.0,2280139.0,5352.0,6052,2107972
F,2003,48,2521781,5659,2021115.0,3869.0,271358.0,1511.0,2306172.0,5397.0,6083,2186886
F,2004,48,2585554,5813,2073071.0,3896.0,280598.0,1690.0,2369490.0,5607.0,6114,2179769
F,2005,48,2635775,6095,2111813.0,3980.0,289284.0,1887.0,2417846.0,5903.0,6478,2261293
F,2006,48,2610634,6005,2094123.0,3900.0,286380.0,1912.0,2397132.0,5840.0,6516,2278808
F,2007,48,2638760,6168,2117111.0,4045.0,287604.0,1960.0,2421522.0,6040.0,6521,2277094
F,2008,48,2665092,6227,2135069.0,4052.0,289834.0,2055.0,2443058.0,6135.0,6458,2360935
F,2009,48,2650773,6161,2153526.0,4044.0,260473.0,2017.0,2433446.0,6092.0,6594,2327859
F,2010,48,2643539,5806,2122462.0,3673.0,271076.0,2044.0,2416073.0,5753.0,6197,2301062
F,2011,48,2625467,5777,2090851.0,3621.0,278470.0,2062.0,2391740.0,5717.0,6209,2291974
F,2012,48,2600529,5768,2067422.0,3665.0,275997.0,2030.0,2362202.0,5716.0,6159,2283327
F,2013,48,2482075,5313,1948961.0,3372.0,272009.0,1869.0,2237512.0,5270.0,5756,2227171
F,2014,48,2406008,5093,1817612.0,2940.0,331161.0,2072.0,2157370.0,5033.0,5640,2100753
F,2001,49,2370273,5703,1887085.0,3972.0,268656.0,1355.0,2167189.0,5352.0,6078,1981763
F,2002,49,2401625,5867,1927271.0,4164.0,258920.0,1386.0,2198473.0,5568.0,6220,2046892
F,2003,49,2485514,6067,1991872.0,4105.0,268835.0,1657.0,2274787.0,5794.0,6422,2109478
F,2004,49,2516122,6015,2007852.0,3998.0,276583.0,1736.0,2300775.0,5763.0,6528,2189528
F,2005,49,2579741,6332,2059594.0,4181.0,287446.0,1914.0,2363883.0,6129.0,6813,2183752
F,2006,49,2629680,6372,2104972.0,4088.0,289677.0,2064.0,2411943.0,6183.0,6927,2266666
F,2007,49,2604629,6400,2087329.0,4169.0,286908.0,2056.0,2391292.0,6255.0,6736,2285359
F,2008,49,2632592,6578,2110691.0,4295.0,286404.0,2142.0,2415482.0,6468.0,7100,2284804
F,2009,49,2658865,6567,2149723.0,4337.0,267373.0,2113.0,2436923.0,6485.0,6969,2370091
F,2010,49,2644612,6485,2132448.0,4172.0,272180.0,2225.0,2427354.0,6438.0,6884,2341230
F,2011,49,2637733,6309,2103270.0,3913.0,283626.0,2303.0,2410320.0,6251.0,6912,2293314
F,2012,49,2619690,6222,2085532.0,3877.0,280978.0,2258.0,2386023.0,6170.0,6687,2288286
F,2013,49,2594761,6188,2051722.0,3828.0,286497.0,2283.0,2356486.0,6140.0,6783,2279031
F,2014,49,2476762,5829,1874426.0,3415.0,348481.0,2328.0,2232242.0,5757.0,6485,2229216
F,2001,50,2285745,5919,1821592.0,4165.0,258967.0,1408.0,2091867.0,5592.0,6160,1937183
F,2002,50,2364570,6248,1891127.0,4335.0,258073.0,1561.0,2161837.0,5926.0,6410,1978124
F,2003,50,2395758,6378,1918453.0,4372.0,260382.0,1698.0,2192905.0,6101.0,6683,2041746
F,2004,50,2479447,6578,1978272.0,4485.0,274268.0,1788.0,2268993.0,6307.0,6897,2102958
F,2005,50,2510107,6699,1995057.0,4452.0,282873.0,1980.0,2295012.0,6460.0,7250,2181791
F,2006,50,2573409,6798,2053106.0,4411.0,287563.0,2155.0,2357754.0,6617.0,7190,2175011
F,2007,50,2623308,6808,2097326.0,4460.0,290764.0,2156.0,2405760.0,6653.0,7425,2256393
F,2008,50,2598229,7114,2080338.0,4614.0,285961.0,2339.0,2385037.0,7002.0,7579,2273904
F,2009,50,2626014,7246,2123654.0,4711.0,265313.0,2389.0,2409014.0,7142.0,7523,2271859
F,2010,50,2652298,7066,2126910.0,4533.0,280019.0,2441.0,2430438.0,7012.0,7527,2359941
F,2011,50,2638127,7194,2111125.0,4529.0,285842.0,2555.0,2420916.0,7141.0,7584,2329956
F,2012,50,2631424,6959,2096642.0,4345.0,287026.0,2505.0,2404069.0,6899.0,7385,2288813
F,2013,50,2613468,6918,2067442.0,4231.0,293164.0,2586.0,2379853.0,6858.0,7282,2283376
F,2014,50,2588573,6740,1971644.0,3859.0,368393.0,2800.0,2350346.0,6678.0,7206,2279824
F,2001,51,2209893,6110,1733987.0,4186.0,264036.0,1541.0,2009421.0,5761.0,6524,1933991
F,2002,51,2279826,6366,1824087.0,4451.0,249564.0,1600.0,2086275.0,6084.0,6773,1939473
F,2003,51,2358322,6732,1880991.0,4627.0,260515.0,1811.0,2155911.0,6469.0,7020,1982259
F,2004,51,2389380,6725,1904200.0,4502.0,265967.0,1934.0,2186804.0,6468.0,7081,2048324
F,2005,51,2472869,7254,1963894.0,4723.0,281251.0,2261.0,2262686.0,7023.0,7577,2112391
F,2006,51,2503408,7028,1987281.0,4568.0,283782.0,2223.0,2288552.0,6836.0,7601,2194302
F,2007,51,2566611,7481,2043877.0,4766.0,289613.0,2497.0,2351137.0,7308.0,7871,2189912
F,2008,51,2616500,7620,2089538.0,4836.0,290297.0,2611.0,2399107.0,7492.0,7917,2274367
F,2009,51,2591115,7361,2092785.0,4876.0,264996.0,2346.0,2378035.0,7275.0,7947,2294505
F,2010,51,2618768,7602,2099405.0,4851.0,279035.0,2639.0,2401872.0,7536.0,7887,2273865
F,2011,51,2645232,7712,2105196.0,4880.0,293786.0,2703.0,2423426.0,7636.0,8140,2347996
F,2012,51,2630933,7616,2102110.0,4821.0,290700.0,2682.0,2413775.0,7545.0,8173,2324789
F,2013,51,2624465,7539,2077655.0,4701.0,299611.0,2726.0,2397170.0,7464.0,8081,2283411
F,2014,51,2606550,7534,1984477.0,4356.0,377520.0,3073.0,2372995.0,7456.0,8153,2283261
F,2001,52,2189252,6658,1721504.0,4626.0,265108.0,1611.0,1998339.0,6264.0,7135,1867556
F,2002,52,2203783,6850,1736123.0,4784.0,255102.0,1673.0,2003660.0,6489.0,7022,1930904
F,2003,52,2273460,7037,1813289.0,4810.0,252309.0,1919.0,2080191.0,6763.0,7340,1935134
F,2004,52,2351590,7029,1866361.0,4659.0,266313.0,2068.0,2149442.0,6778.0,7324,1976684
F,2005,52,2382655,7485,1889694.0,4970.0,273056.0,2218.0,2180336.0,7229.0,7840,2041805
F,2006,52,2465615,7626,1955065.0,5022.0,282583.0,2370.0,2255663.0,7423.0,7965,2104762
F,2007,52,2496380,7758,1977665.0,4983.0,286402.0,2527.0,2281716.0,7554.0,8025,2185395
F,2008,52,2559130,8088,2034214.0,5176.0,290375.0,2683.0,2343829.0,7910.0,8407,2179899
F,2009,52,2608880,8276,2100589.0,5539.0,270249.0,2578.0,2391615.0,8161.0,8765,2262914
F,2010,52,2583754,8088,2067059.0,5133.0,279696.0,2831.0,2370760.0,8020.0,8717,2293600
F,2011,52,2611166,8337,2076831.0,5272.0,292997.0,2904.0,2394336.0,8243.0,8730,2281399
F,2012,52,2637520,8243,2095265.0,5073.0,299166.0,3042.0,2415790.0,8171.0,8648,2342152
F,2013,52,2623317,8203,2081246.0,5079.0,304537.0,2972.0,2406230.0,8105.0,8749,2318522
F,2014,52,2616926,8334,1992284.0,4824.0,385770.0,3384.0,2389706.0,8243.0,8708,2282051
F,2001,53,2165529,7233,1696152.0,4958.0,269346.0,1844.0,1977779.0,6850.0,7824,1855738
F,2002,53,2182594,7145,1722920.0,4916.0,256398.0,1878.0,1992075.0,6826.0,7718,1867431
F,2003,53,2196933,7243,1725385.0,5001.0,257455.0,1901.0,1997171.0,6956.0,7663,1931805
F,2004,53,2266423,7334,1797939.0,5041.0,258314.0,1993.0,2073428.0,7072.0,7550,1937112
F,2005,53,2344561,7788,1851513.0,5105.0,273237.0,2362.0,2142664.0,7515.0,8021,1980116
F,2006,53,2375170,7845,1880102.0,5132.0,275076.0,2441.0,2173107.0,7623.0,8187,2046556
F,2007,53,2457989,8040,1943919.0,5146.0,286172.0,2647.0,2248240.0,7841.0,8282,2110678
F,2008,53,2488622,8319,1967372.0,5276.0,287354.0,2827.0,2274162.0,8151.0,8602,2192990
F,2009,53,2551042,8816,2045674.0,5769.0,269683.0,2854.0,2335919.0,8674.0,9069,2188666
F,2010,53,2600604,8801,2073133.0,5592.0,286004.0,3041.0,2383454.0,8703.0,8894,2239000
F,2011,53,2575666,8791,2043689.0,5539.0,293967.0,3105.0,2362740.0,8704.0,9094,2274943
F,2012,53,2602829,8774,2065009.0,5511.0,299472.0,3117.0,2386093.0,8688.0,9119,2275082
F,2013,53,2629277,8898,2072475.0,5440.0,313935.0,3327.0,2407619.0,8829.0,9353,2335280
F,2014,53,2615114,8860,1994226.0,5025.0,392101.0,3733.0,2398125.0,8784.0,9584,2316131
F,2001,54,2229396,8061,1753281.0,5597.0,279340.0,2001.0,2045564.0,7638.0,8457,1946664
F,2002,54,2158296,7778,1696750.0,5423.0,260830.0,1958.0,1970929.0,7423.0,8376,1855880
F,2003,54,2175449,7911,1710468.0,5418.0,259908.0,2101.0,1985249.0,7560.0,8359,1868710
F,2004,54,2189690,7657,1710032.0,5170.0,263579.0,2159.0,1990215.0,7381.0,8269,1934545
F,2005,54,2259089,7918,1782088.0,5308.0,266231.0,2323.0,2066356.0,7676.0,8266,1941338
F,2006,54,2336773,8237,1840922.0,5375.0,276068.0,2594.0,2135149.0,8021.0,8666,1985489
F,2007,54,2367325,8345,1868527.0,5416.0,278899.0,2685.0,2165484.0,8139.0,8793,2053371
F,2008,54,2449949,8673,1933025.0,5494.0,287718.0,2920.0,2240399.0,8470.0,8921,2119393
F,2009,54,2480303,9024,1978020.0,5947.0,267461.0,2871.0,2266011.0,8876.0,9410,2203336
F,2010,54,2542226,9067,2016949.0,5754.0,286057.0,3144.0,2327245.0,8960.0,9541,2198445
F,2011,54,2591803,9333,2048554.0,5868.0,300733.0,3292.0,2374751.0,9226.0,9830,2259358
F,2012,54,2566875,9243,2030027.0,5711.0,301759.0,3360.0,2354036.0,9131.0,9832,2268178
F,2013,54,2594055,9575,2041096.0,5880.0,314795.0,3518.0,2377405.0,9461.0,9960,2267671
F,2014,54,2620379,9683,1982679.0,5467.0,403816.0,4090.0,2398790.0,9596.0,10154,2331961
F,2001,55,1999865,7965,1549187.0,5493.0,267850.0,2004.0,1829106.0,7541.0,7411,1464238
F,2002,55,2221335,8844,1753783.0,6168.0,269882.0,2203.0,2037926.0,8415.0,9216,1940351
F,2003,55,2150518,8558,1683124.0,5892.0,265037.0,2300.0,1963506.0,8243.0,8954,1848350
F,2004,55,2167538,8384,1694223.0,5759.0,266372.0,2269.0,1977689.0,8089.0,8760,1859415
F,2005,55,2182033,8402,1694011.0,5536.0,271334.0,2538.0,1982834.0,8133.0,8778,1923637
F,2006,55,2251171,8786,1771070.0,5788.0,269257.0,2698.0,2058680.0,8552.0,8979,1928603
F,2007,55,2328536,8853,1828719.0,5698.0,280352.0,2868.0,2127128.0,8615.0,9030,1970420
F,2008,55,2358980,9113,1857600.0,5848.0,280469.0,3039.0,2157345.0,8953.0,9341,2035932
F,2009,55,2441276,9438,1943856.0,6281.0,267402.0,2954.0,2231929.0,9312.0,9727,2099236
F,2010,55,2471279,9412,1947957.0,6019.0,284928.0,3225.0,2257135.0,9325.0,9631,2181236
F,2011,55,2533159,9906,1992201.0,6153.0,300269.0,3569.0,2318285.0,9800.0,10212,2187645
F,2012,55,2582470,10161,2034793.0,6223.0,307968.0,3774.0,2365525.0,10063.0,10465,2251970
F,2013,55,2557632,10048,2006627.0,6148.0,316359.0,3723.0,2344905.0,9937.0,10694,2260195
F,2014,55,2584480,10351,1952127.0,5931.0,403308.0,4302.0,2367944.0,10263.0,11028,2263367
F,2001,56,1696975,7246,1275112.0,4870.0,251236.0,1920.0,1536923.0,6837.0,7958,1463829
F,2002,56,1991900,8533,1549539.0,5904.0,258824.0,2193.0,1821565.0,8145.0,7961,1463840
F,2003,56,2212491,9388,1739036.0,6412.0,274148.0,2530.0,2029511.0,9006.0,9833,1941139
F,2004,56,2141960,8950,1666066.0,5990.0,271718.0,2571.0,1955263.0,8632.0,9456,1850723
F,2005,56,2159154,8932,1676999.0,5834.0,274599.0,2739.0,1969600.0,8647.0,9364,1863943
F,2006,56,2173631,8983,1681976.0,5951.0,275025.0,2736.0,1974701.0,8747.0,9397,1930335
F,2007,56,2242385,9146,1758303.0,5914.0,273658.0,2958.0,2050128.0,8939.0,9446,1936853
F,2008,56,2319683,9488,1817164.0,6218.0,282093.0,3042.0,2118513.0,9323.0,9799,1980548
F,2009,56,2349867,9692,1867397.0,6518.0,260650.0,2964.0,2148392.0,9555.0,10093,2048144
F,2010,56,2431838,10074,1912832.0,6344.0,285481.0,3528.0,2222617.0,9942.0,10338,2081372
F,2011,56,2461867,10111,1922906.0,6383.0,299098.0,3541.0,2247810.0,9992.0,10407,2173959
F,2012,56,2523253,10652,1977385.0,6674.0,308304.0,3777.0,2308485.0,10533.0,11110,2179804
F,2013,56,2572309,10982,2009073.0,6762.0,324010.0,4032.0,2355462.0,10863.0,11397,2243717
F,2014,56,2547584,11219,1918096.0,6358.0,404141.0,4717.0,2334968.0,11123.0,11703,2254749
F,2001,57,1698372,8274,1274966.0,5553.0,255575.0,2234.0,1541437.0,7838.0,8815,1447922
F,2002,57,1689729,7941,1275486.0,5421.0,243162.0,2136.0,1530086.0,7595.0,8552,1459583
F,2003,57,1983367,9154,1535505.0,6232.0,262878.0,2513.0,1813420.0,8809.0,8660,1458769
F,2004,57,2203103,10094,1720831.0,6832.0,280895.0,2830.0,2020505.0,9740.0,10556,1933353
F,2005,57,2133010,9560,1648900.0,6396.0,279519.0,2789.0,1946631.0,9269.0,10221,1842786
F,2006,57,2150222,9556,1664215.0,6262.0,278470.0,2932.0,1960953.0,9270.0,10088,1855370
F,2007,57,2164648,9483,1669336.0,6116.0,279127.0,3072.0,1965954.0,9261.0,10007,1920539
F,2008,57,2233239,9883,1746691.0,6428.0,275396.0,3214.0,2041189.0,9700.0,10054,1926122
F,2009,57,2310195,10252,1827635.0,6805.0,260848.0,3224.0,2109190.0,10100.0,10392,1968595
F,2010,57,2340175,10233,1836103.0,6638.0,278969.0,3376.0,2138837.0,10097.0,10529,2031031
F,2011,57,2421764,10907,1888161.0,6853.0,298528.0,3834.0,2212675.0,10769.0,11308,2098676
F,2012,57,2451756,11172,1908347.0,7007.0,306374.0,3957.0,2237818.0,11039.0,11452,2165714
F,2013,57,2512601,11535,1952440.0,7041.0,322883.0,4292.0,2297952.0,11408.0,11907,2171182
F,2014,57,2561327,11867,1918707.0,6692.0,412699.0,4981.0,2344599.0,11731.0,12409,2237030
F,2001,58,1739051,9390,1310712.0,6261.0,263018.0,2594.0,1585053.0,8918.0,9815,1500388
F,2002,58,1690098,8864,1274842.0,5957.0,246997.0,2408.0,1533599.0,8430.0,9401,1444145
F,2003,58,1681788,8714,1262631.0,5839.0,246905.0,2466.0,1522491.0,8356.0,9403,1456110
F,2004,58,1974213,9873,1517492.0,6504.0,269944.0,2931.0,1804611.0,9503.0,9234,1455355
F,2005,58,2193009,10895,1700855.0,7181.0,290429.0,3251.0,2010765.0,10525.0,11305,1929365
F,2006,58,2123450,10427,1634572.0,6797.0,284412.0,3272.0,1937362.0,10140.0,11030,1839667
F,2007,58,2140666,10286,1650825.0,6623.0,283144.0,3314.0,1951683.0,10021.0,10676,1852510
F,2008,58,2155165,10140,1656918.0,6498.0,281454.0,3368.0,1956693.0,9936.0,10720,1918225
F,2009,58,2223356,10576,1757067.0,7212.0,254349.0,3131.0,2031489.0,10430.0,10813,1924101
F,2010,58,2299943,10857,1794523.0,6968.0,280453.0,3680.0,2099090.0,10733.0,11171,1960120
F,2011,58,2329942,11333,1810844.0,7135.0,292300.0,3993.0,2128740.0,11211.0,11376,2026114
