cz,czname,pop2000,fips,statename,stateabbrv,le_raceadj_q1_F,le_raceadj_q2_F,le_raceadj_q3_F,le_raceadj_q4_F,le_raceadj_q1_M,le_raceadj_q2_M,le_raceadj_q3_M,le_raceadj_q4_M,count_q1_F,count_q2_F,count_q3_F,count_q4_F,count_q1_M,count_q2_M,count_q3_M,count_q4_M
25601,Carbondale,265022.0,17,Illinois,IL,81.68796999999999,85.16558,87.07158000000001,87.12422,75.39285,79.99549,82.66354,85.06781,174571,172982,167807,94257,158689,179141,165534,84635
25602,Harrisburg,37978.0,17,Illinois,IL,81.04042,83.15758000000001,84.6647,87.37096,75.51053,81.75528,83.00533,83.96468,27704,24142,22861,10841,24466,25708,22332,9561
25701,Cape Girardeau,184036.0,29,Missouri,MO,81.39858000000001,84.38587,86.06967,88.6587,76.07758000000001,80.46537,82.44266999999999,85.24342,136540,123748,115388,63281,121212,126374,111155,57744
25702,Poplar Bluff,73576.0,29,Missouri,MO,82.27126,84.21955,85.05513,85.48944,75.77073,80.24245,82.64796,83.53881,72119,50359,32571,14297,68686,49288,30123,12799
25800,Blytheville,105181.0,5,Arkansas,AR,80.52386,82.72266,85.47263000000001,86.94019,74.25474,78.09719,81.87543000000001,84.77283,83928,56438,40207,21658,72737,59598,39868,19968
25900,Jonesboro,198671.0,5,Arkansas,AR,81.07165,84.4637,86.47231,89.35098,74.5662,78.93124,81.29385,83.28635,156204,139250,103792,55094,144766,139343,98746,50817
26002,Duluth,286544.0,27,Minnesota,MN,82.05515,84.86095999999999,86.61135999999999,88.73613,76.30235,82.05844,84.11513000000001,84.78455,163729,197437,231253,139176,158854,210674,233824,126255
26101,Moberly,56535.0,29,Missouri,MO,81.69205,85.0616,87.93711,86.07218,77.74303,80.80032,83.09827,85.07085,42521,44745,37174,14521,40981,47230,35244,12634
26102,Marshall,48599.0,29,Missouri,MO,81.06135,83.9566,84.63087,87.78591999999999,75.36924,80.0045,84.79393,86.7652,32303,34755,29252,12766,31124,37265,27490,11167
26106,Centerville,29873.0,19,Iowa,IA,83.21696,84.0443,87.48955,91.27641,76.9187,80.41388,85.3455,83.05946,20484,23066,18755,6722,20646,24329,17581,5428
26107,Kirksville,38491.0,29,Missouri,MO,81.03458,85.84928000000001,84.63557,86.92876,77.6376,81.71914,82.96918000000001,83.5044,25379,24583,18197,9379,25218,24411,16703,8151
26201,Bismarck,114739.0,38,North Dakota,ND,85.08294000000001,85.64755,86.57578000000001,88.33188,77.38305,82.17999,84.74186,86.87881,58572,77380,106669,76837,52788,77150,113502,72087
26304,Minot,74541.0,38,North Dakota,ND,81.17090999999999,85.52931,85.64251999999999,87.94888,76.92188,82.25674000000001,86.04433,86.5191,38330,45559,52841,31518,35784,51756,54370,29537
26410,Dickinson,27124.0,38,North Dakota,ND,84.19994,88.56944,85.52445999999999,92.34193,79.32191,84.22533,86.31355,83.00504000000001,14985,18136,20490,13088,14124,20273,21656,12570
26501,Brookings,40630.0,46,South Dakota,SD,80.78015,83.60991999999999,87.31206999999999,90.08591,76.24953000000001,82.74067,82.29843000000001,85.07365,15551,22871,29397,17009,16458,26412,28705,15161
26503,Sioux Falls,200630.0,46,South Dakota,SD,81.67429,85.3045,87.8193,87.86694,76.89966,81.99901,84.25976,85.65347,98060,146432,175127,129095,98734,149487,170146,121434
26504,Watertown,40078.0,46,South Dakota,SD,82.43796,85.50211,88.85583000000001,85.75742,75.94624,81.49656999999999,84.68341,85.24,21587,28878,29359,15148,21734,33072,28648,14034
26605,Aberdeen,52825.0,46,South Dakota,SD,84.26601,85.4878,86.75835,87.57549,78.01536999999999,81.61771999999999,84.00005999999999,85.28105,27463,35920,39715,22657,27798,38610,37272,20597
26701,Bemidji,101639.0,27,Minnesota,MN,82.48136,86.13379,85.41923,89.97195,77.96291,82.07549,84.92448,86.17347,70482,75531,71144,40687,71132,77694,67464,35454
26702,Grafton,31090.0,38,North Dakota,ND,82.4609,86.60843,86.93908,89.79635999999999,76.28066,82.56013,84.8637,82.74837,16427,21287,24349,12343,18000,26250,23413,11203
26703,Thief River Falls,28038.0,27,Minnesota,MN,82.42078000000001,83.92194,88.22814,87.9556,76.48637,83.53168000000001,85.64841,85.59946,15696,21764,23598,10225,17299,24042,22649,8860
26704,Grand Forks,108213.0,38,North Dakota,ND,82.4072,84.99686,86.25610999999999,87.20973000000001,76.90929,81.31628,83.75304,87.91773,46233,61439,79264,50146,46228,69536,79457,46307
26801,Fargo,206945.0,38,North Dakota,ND,82.99854,85.6646,87.23475,88.13394,76.51935,81.58731999999999,84.56586999999999,86.34524,91914,124419,158797,122319,89784,136931,159190,118187
26803,Jamestown,38384.0,38,North Dakota,ND,84.68431,86.3574,87.91928,88.60194,76.4107,83.13422,83.60777,87.43172,20847,26514,29337,15237,21321,30011,28450,13451
26901,Fergus Falls,117558.0,27,Minnesota,MN,83.40773,85.88705,87.54079,88.58426,78.87003,82.75919,85.40250999999999,86.41028,66517,83023,94469,55234,67228,92021,90635,48960
26902,Little Falls,69851.0,27,Minnesota,MN,84.25848,85.31151,86.89845,89.8531,79.48436,82.74588,85.57854,84.26827,49430,54177,50436,19972,51392,60558,48358,17490
27005,Yankton,47901.0,46,South Dakota,SD,83.92101,88.12916,86.93342,89.80633,79.29726,82.91318000000001,84.48639,86.64397,25874,34497,34137,14969,28338,39111,31573,13235
27006,Mitchell,27613.0,46,South Dakota,SD,84.17701,85.78336,84.1723,87.81692,80.25842,83.21434,85.53254,86.19937,16797,20359,21052,10674,16322,22851,19516,9417
27101,Willmar,85394.0,27,Minnesota,MN,83.00971,86.80169000000001,88.25227,87.82777,78.97742,82.0341,85.47636,86.65948,43007,58054,66730,37138,44183,63935,63759,32914
27102,Marshall,51470.0,27,Minnesota,MN,86.31061,87.63948,87.93264,88.56477,77.11187,83.06232,85.02832,86.18346,25442,34902,40749,21850,25357,38909,38771,19858
27201,Sioux Center,58454.0,19,Iowa,IA,83.65682,86.9763,86.64858000000001,88.31685999999999,78.46761,83.65087,84.32243000000001,85.67426,23405,40336,47508,22615,23970,46417,44289,19793
27202,Worthington,60435.0,27,Minnesota,MN,84.41187,86.33200000000001,89.01999,90.12645,77.72111,83.57661999999999,84.21198000000001,87.15311,29671,42654,44692,19128,32391,50485,42433,16172
27301,Spencer,61106.0,19,Iowa,IA,83.51105,84.72749,88.51510999999999,88.17721999999999,78.77248,82.32008,83.75046999999999,85.69502,33347,45367,47831,25337,32913,50259,44322,22039
27302,Fairmont,49010.0,27,Minnesota,MN,81.62648,84.80895,87.39259,91.35517,77.14408,81.65678,83.5495,83.99511,29956,36303,37768,17771,29473,41864,35376,15065
27401,Storm Lake,52812.0,19,Iowa,IA,81.38089000000001,84.70539000000001,86.95099,88.27892,76.32505,81.50109,83.8094,83.72776999999999,27184,37093,38101,18277,29495,44411,35945,15541
27402,Fort Dodge,101165.0,19,Iowa,IA,82.52688,84.09914,87.57672,89.67102,76.21202,81.36473000000001,83.95736,84.85106999999999,53620,70473,75077,35652,52250,79114,71210,30734
27501,Des Moines,595842.0,19,Iowa,IA,80.62177,84.3609,85.99136,88.64341,75.68359,79.76102,83.45631,85.31324000000001,256627,383048,468616,460219,252559,359710,452818,440477
27502,Creston,35600.0,19,Iowa,IA,82.39058,84.1926,88.60715,86.55376,76.61375,81.02981,80.37346,84.59411999999999,23876,26983,23425,8893,23790,28401,21186,7582
27503,Atlantic,34687.0,19,Iowa,IA,82.54295,85.32181,88.615,89.59245,78.38955,82.41543,83.83434,85.74736,20048,26048,25079,11030,19276,29136,22567,9557
27504,Carroll,48729.0,19,Iowa,IA,82.58202,84.45437,87.57884,90.73056,77.37614,81.38665,85.38913000000001,83.83429,26625,36016,36757,17002,27495,40605,34901,14994
27601,Rapid City,158442.0,46,South Dakota,SD,82.07669,86.30888,86.91396,88.48033000000001,77.70508000000001,82.97603000000001,83.94097,87.68958,107690,119173,124078,76144,105432,124911,119219,69907
27701,Scottsbluff,65903.0,31,Nebraska,NE,82.91946,84.93966999999999,86.79701999999999,89.12316,76.42801999999999,81.72018,84.34399,85.28229,41738,43904,43630,23113,37925,46420,43284,20538
27702,Cheyenne,95526.0,56,Wyoming,WY,80.48484,85.37344,86.70861,88.11903000000001,75.20076,80.9402,82.74599,86.49055,54438,65751,77915,57913,53337,68921,79513,54409
27801,Norfolk,56990.0,31,Nebraska,NE,83.95138,86.3914,87.39349,86.85941,77.05672,81.88965,84.62283000000001,81.20424,30338,37846,42169,20271,30964,41776,40738,18015
27802,Columbus,61167.0,31,Nebraska,NE,83.06289,86.69788,88.48624000000001,86.94565,77.59357,80.96074,85.12788,85.0872,29428,45695,48785,21883,32389,53721,46871,19447
27901,Hastings,42251.0,31,Nebraska,NE,81.33438000000001,83.44118,87.85547,84.86213000000001,77.42387,80.45889,84.91060999999999,82.28801999999999,22493,29571,30935,15982,22095,33541,29514,13971
27902,York,26871.0,31,Nebraska,NE,80.85465,83.67959,88.4099,90.34637,76.32024,82.30372,83.25827,85.21299,12915,18779,20761,10128,13022,21714,19812,8748
27903,Grand Island,77708.0,31,Nebraska,NE,83.39684,84.53254,87.55395,88.6592,77.79134,82.54475,84.33624,84.92081999999999,45406,56338,58905,30348,44700,62513,56935,27217
28001,Sioux City,187773.0,19,Iowa,IA,80.75101,84.7989,86.57866999999999,90.02598,76.40378,81.30949,83.24949000000001,85.50259,99720,123288,132614,80650,96967,135749,129833,74812
28002,West Point,25165.0,31,Nebraska,NE,80.44719,83.05247,86.7841,85.56973,78.25538,81.90691,83.54146999999999,90.09931,13601,16698,15198,6567,14477,18779,14161,4901
28101,Lincoln,311956.0,31,Nebraska,NE,82.80060999999999,85.20469,86.68644,88.06945,76.18951,80.59062,84.4144,86.42764,135242,198314,238464,181945,137863,199822,235518,166932
28102,Nebraska City,40078.0,31,Nebraska,NE,80.80756,85.1239,86.41196,87.12281999999999,75.45344,81.3271,83.8935,82.58255,23080,28900,27996,14654,23148,31244,27241,13400
28201,Red Oak,48197.0,19,Iowa,IA,82.28503,84.48666,89.34929,88.48299,78.02516,80.66998000000001,82.09037,87.21157,28832,35139,35269,13405,29168,38166,33163,11486
28202,Omaha,803201.0,31,Nebraska,NE,81.08272,84.1955,86.15028000000001,87.90529000000001,75.69915999999999,80.17819,82.72233,85.22598,379226,518026,613091,577650,373447,496985,599397,549328
28301,Sterling,39751.0,8,Colorado,CO,82.88439,83.26295,84.14803,85.66566,77.38065,81.41419,84.81251999999999,84.14143,23802,27125,24549,12659,24034,29032,23487,11105
28306,North Platte,35939.0,31,Nebraska,NE,82.30806,86.42924000000001,86.52148000000001,89.0099,77.27244,82.6243,82.81718000000001,87.10685,21372,22105,28845,17059,18051,24778,30985,15680
28401,Colorado Springs,587132.0,8,Colorado,CO,82.28248,84.89153,86.82632,88.34106,77.71734000000001,81.41852,84.24965999999999,86.23481,327734,392494,438094,442518,303659,366943,434469,424045
28502,Pueblo,187782.0,8,Colorado,CO,80.12536999999999,83.42983000000001,85.50739,86.67563,74.80724000000001,80.00262,82.32718,85.39761,131864,125580,115438,66313,123581,122014,108471,58798
28608,Kearney,56033.0,31,Nebraska,NE,82.99081,85.19096,86.97559,91.31302,77.7678,81.3182,83.23463000000001,86.43403,28221,36984,41396,25021,27566,39342,39309,22598
28609,Lexington,48464.0,31,Nebraska,NE,82.76375999999999,84.50697,86.62321,89.29674,78.9976,83.45135,84.38075,85.29557,29514,36360,31906,13200,32363,41762,29764,11365
28702,Glenwood Springs,131682.0,8,Colorado,CO,86.0628,86.83889,87.1742,90.11321,80.76435,83.67068,86.9808,87.68907,64742,79889,89333,113644,84839,94252,95057,110499
28704,Laramie,33591.0,56,Wyoming,WY,80.37476,83.48534000000001,87.90699000000001,87.85327,76.11787,80.19415,84.32611999999999,87.78111,14210,16486,20067,17656,15038,17999,20601,16644
28800,Fort Collins,459601.0,8,Colorado,CO,83.35473,85.63866,86.38235,88.93925,78.69386,82.67773000000001,84.29890999999999,87.20336,252093,311122,369128,377577,243031,311057,373150,364731
28900,Denver,2449044.0,8,Colorado,CO,81.99511,84.55534,86.26704000000001,88.43316999999999,77.32079,80.95899,83.76432,86.58901999999999,1128845,1494626,1699285,2240104,1221219,1397826,1626085,2210960
29003,Dodge City,42837.0,20,Kansas,KS,82.06233,84.23701,84.49467,91.14126,77.31883,81.14171999999999,84.09743,83.2636,20616,26511,24434,13870,23019,31978,23804,12470
29004,Great Bend,47227.0,20,Kansas,KS,80.66185,85.61919,85.31409000000001,85.44839,76.55532,79.20638000000001,82.51305,85.29533,29138,33350,32286,14890,29389,36397,30393,12678
29005,Hutchinson,82076.0,20,Kansas,KS,80.81962,84.43800999999999,85.29377,89.03171,75.84326,79.26289,83.84862,83.98011,49217,57815,57774,28469,43802,60928,53619,24570
29006,Hays,38196.0,20,Kansas,KS,81.15652,83.82709,83.93041,91.18500999999999,75.49155999999999,83.13332,83.99773,83.26754,20848,24233,26051,15241,18709,25072,24944,13819
29104,Salina,63338.0,20,Kansas,KS,80.92434,83.40783,85.92775999999999,86.6566,75.09251,79.30015999999999,83.45045999999999,84.94761,37927,44722,48676,26755,34968,47992,47295,23584
29203,Manhattan,143269.0,20,Kansas,KS,81.19162,85.22528,85.47556,88.20945,75.74883,80.37441,82.7072,85.38107,63357,80993,91259,56830,59169,88468,89859,50929
29204,Topeka,324513.0,20,Kansas,KS,80.74138,83.27450999999999,86.49084,88.36598000000001,75.19574,80.62501999999999,83.75594,85.56748,163431,215610,243639,183330,156325,199714,235355,165867
29301,Wichita,553506.0,20,Kansas,KS,80.52625,83.77996,85.59040999999999,86.57629,74.71002,79.24061999999999,82.13824,84.31612,278039,326647,391453,348721,260174,325075,405352,330498
29302,Newton,75784.0,20,Kansas,KS,81.96838000000001,85.31387,86.49788000000001,89.72264,76.45914,81.9859,83.62055,85.77922,38100,52571,67120,35967,34502,58743,66510,31762
29303,Winfield,51584.0,20,Kansas,KS,80.22366,83.39307,86.20251,87.16315999999999,75.50777,80.33265,82.41315999999999,83.95158,33285,34337,32992,17111,31210,36362,33204,14783
29401,Ottawa,51067.0,20,Kansas,KS,81.56175999999999,84.58761,85.57293,88.93996,75.88155,81.16234,83.50117,85.40907,34050,39102,37578,16557,30805,42005,36636,14560
29402,Emporia,47830.0,20,Kansas,KS,82.29539,84.86249000000001,87.85467,88.47279,76.3101,78.60088,81.18914000000001,83.24618000000001,25665,30216,30627,16701,25341,33690,30244,14922
29403,Bartlesville,145981.0,20,Kansas,KS,80.84846,84.52619,86.84969,87.10554,75.68193000000001,79.92111,83.31567,85.18856,103960,104227,93002,57850,93565,104709,87695,53211
29501,Leavenworth,85465.0,20,Kansas,KS,80.2178,84.17336,85.63794,87.21844,74.08143000000001,79.73071,82.43593,85.47178000000001,36241,48436,62438,49038,36774,48669,64535,45857
29502,Kansas City,1762873.0,29,Missouri,MO,80.98061,84.19058000000001,86.05122,87.77218,75.75676999999999,79.80932,82.45073000000001,85.42726,894098,1166526,1300650,1350910,837340,1023952,1258341,1296176
29503,St. Joseph,158300.0,29,Missouri,MO,80.47686,84.7673,85.38614,86.9511,75.27678,79.96609000000001,82.3856,84.95201,97175,110312,110731,59289,92337,116345,107395,53184
29504,Sedalia,88232.0,29,Missouri,MO,81.79375,84.30004,85.14997,88.36186,76.02309,79.87759,82.71374,83.80041,74034,67137,53487,22110,69997,70596,50344,19201
29505,Polk,33693.0,29,Missouri,MO,82.61018,84.73029,86.92546,82.46183,76.60103000000001,84.26329,83.73643,87.81744,17178,22217,21437,9568,17101,24363,20305,8657
29601,Columbia,302388.0,29,Missouri,MO,80.8592,84.56200000000001,86.7944,88.82285999999999,75.46795,80.56873,83.72247,85.77364,158154,203902,222560,158339,151184,192205,214003,144830
29602,Eldon,79924.0,29,Missouri,MO,81.76736,84.67751,87.15979,87.75653,75.68629,80.50835,83.73532,83.13004000000001,71235,63959,47318,28092,68961,62073,42020,24515
29700,Springfield,440866.0,29,Missouri,MO,82.50356,84.9114,87.44165,87.98250999999999,77.0863,81.43729,83.52355,85.40544,350836,342188,287704,168086,327196,338039,266784,155009
29800,Monett,137575.0,29,Missouri,MO,82.19843,84.55447,86.94781,88.35703000000001,76.83721,80.5069,83.59266,85.43914000000001,135696,112977,78521,37290,125877,112122,69389,31679
29901,Joplin,266742.0,29,Missouri,MO,80.8451,83.91212,85.92671,86.86835,75.39191,80.36081999999999,83.07937,84.08033,208590,196954,157714,77908,195488,202347,145365,70159
29902,Center,54651.0,29,Missouri,MO,81.32009000000001,83.82555,87.10944,87.53367,76.33748,82.26974,83.17669000000001,84.37611,45910,41327,28525,10243,42800,41706,25674,8834
30000,Russellville,138646.0,5,Arkansas,AR,81.74622,83.08983,85.46848,87.43491999999999,76.52619,80.07429,81.96976,83.26463000000001,112119,96437,72549,38653,107626,101463,69917,36140
30100,Fort Smith,332832.0,5,Arkansas,AR,80.58861999999999,83.75711,85.12647,87.48798000000001,75.59699,79.54337,81.38291,83.77928,269043,228618,180867,96571,251803,232266,173809,89576
30200,Muskogee,152466.0,40,Oklahoma,OK,80.11639,83.33740999999999,86.1151,86.30158,75.72994,79.494,82.68549,83.04392,128306,101991,76306,36399,117103,98683,69775,31975
30300,Fayetteville,384122.0,5,Arkansas,AR,81.35508,83.87867,85.77181999999999,87.36232,76.41066,80.04127,83.0719,84.09563,268496,273056,231005,195165,262856,268194,215702,188249
30401,Stillwater,79601.0,40,Oklahoma,OK,81.16766,84.00697,85.13821,87.76817,75.66471999999999,81.1247,83.19372,84.23154,41190,42188,42797,33092,38982,42903,41910,30554
30402,Tulsa,921246.0,40,Oklahoma,OK,80.3007,82.92251999999999,85.3985,87.12236999999999,74.93401,79.39174,82.14935,84.44442,608262,622414,587949,504066,541704,583721,583240,479886
30403,Okmulgee,51499.0,40,Oklahoma,OK,81.07015,82.92715,85.76523,85.2363,76.02934,79.58041999999999,80.30086999999999,81.74588,41696,31823,23089,9720,36459,31162,22048,8345
30501,Woodward,26123.0,40,Oklahoma,OK,82.28331,85.58818000000001,85.44261,84.17789,75.95633000000001,79.80485999999999,81.7601,82.64206999999999,17293,17349,17605,9767,15251,19294,18063,8619
30502,Enid,102415.0,40,Oklahoma,OK,80.78031,83.35825,85.11745,87.61586,76.08628,80.18404,82.5022,85.34546,70248,67024,60327,33824,65916,70473,58723,30497
30601,El Paso,857648.0,48,Texas,TX,81.72616,83.0434,84.19645,86.74074,76.43486999999999,79.19463,81.01801999999999,83.17299,880311,498880,342776,248079,798478,487202,332662,234231
30602,Alamogordo,81709.0,35,New Mexico,NM,79.97362,85.23465999999999,85.37611,86.67959,76.24264000000001,79.93346,81.09293000000001,83.344,61899,51194,42550,24286,56155,49839,39347,20722
30604,Deming,61950.0,35,New Mexico,NM,82.09563,84.15105,82.92858000000001,83.1544,76.5925,81.33948000000001,83.00954,85.75406,60326,37912,26694,12764,60953,37492,24445,11099
30701,Roswell,113040.0,35,New Mexico,NM,79.67118,83.09997,85.14173000000001,86.82138,74.94825,80.29144000000001,82.81493,82.98668,86516,66361,56068,39475,78743,69156,57173,36759
30801,Hobbs,90061.0,35,New Mexico,NM,79.21262,82.61943000000001,83.7421,85.79805999999999,74.1097,78.32162,82.09487,81.40742,60678,47833,45682,32602,54696,55287,50112,31395
30802,Lubbock,287568.0,48,Texas,TX,79.85723,82.87493,85.63935,87.411,74.94207,78.19758,82.22378,85.43179,197723,163789,145339,123820,170857,157092,138751,114419
30901,Clovis,73078.0,35,New Mexico,NM,80.49722,82.47556,85.60323000000001,88.24814,76.18831999999999,79.93604,81.20403,83.49044,51027,41796,33536,17921,47782,44485,32172,15964
30902,Littlefield,29588.0,48,Texas,TX,77.8542,84.63297,85.04606,85.55166,76.64478000000001,78.85831999999999,83.6907,82.41515,22219,17585,12190,6916,22960,19192,11887,5758
30903,Amarillo,240752.0,48,Texas,TX,80.24065,82.5301,84.96857,88.06501999999999,75.02464,78.91843,82.79146,84.24125,157947,147092,138555,112918,143662,144968,134472,105482
30904,Pampa,57355.0,48,Texas,TX,78.43760999999999,81.97776999999999,84.0603,87.45043000000001,75.22321,78.19011,82.80239,83.42002,31814,31634,36547,27226,26847,35829,39612,25351
30908,Plainview,52751.0,48,Texas,TX,80.16868000000001,82.40505,84.46544,85.53626,76.00471,78.52675,80.45569,85.59172,38094,31240,21617,12822,37317,33093,20644,11051
31001,Garden City,52031.0,20,Kansas,KS,80.64428000000001,84.30619,88.23822,84.96361,75.75245,81.4188,81.78283,85.01061999999999,25151,28036,27804,16056,25785,33862,27432,14494
31004,Liberal,32998.0,20,Kansas,KS,79.49873000000001,82.56748,83.95996,87.45954,77.68233000000001,80.93342,81.91116,84.35946,16140,18797,17777,9924,17947,22445,18557,9254
31006,Guymon,29937.0,40,Oklahoma,OK,79.55327,80.30258,84.94959,87.77136,77.96146,79.80565,81.15313,85.4352,15596,17135,16420,9272,16885,20704,16847,8421
31007,Dumas,31880.0,48,Texas,TX,80.33516,85.34541,80.91393000000001,80.01991,76.98114,79.79694,81.63235,83.36116,18086,18427,15794,10460,18927,21892,16644,9941
31101,Victoria,165277.0,48,Texas,TX,81.24851,84.17961,86.90538000000001,87.56845,74.68058,80.08545,83.30086999999999,83.23881,118855,96708,96873,75489,100981,103863,101665,71498
31102,La Grange,42194.0,48,Texas,TX,82.13679,85.8353,86.92018,88.73232,76.52426,79.86798,83.36452,87.63351999999999,30241,28134,27901,20610,28983,30880,27612,18297
31201,Austin,1298076.0,48,Texas,TX,82.29153000000001,84.89711,86.3651,88.08423,77.30391,80.93511,82.98853000000001,86.30037,698860,849401,841691,1073408,715216,780430,828845,1093358
31202,Burnet,51191.0,48,Texas,TX,82.72254000000001,83.83001999999999,86.0929,87.91377,77.17535,80.30679,80.79078,85.49023000000001,42068,37783,33634,29862,37892,36098,29880,24755
31301,San Antonio,1724863.0,48,Texas,TX,80.76361,83.12006,84.67045,87.06241,75.23521,79.33536,81.93478,84.7084,1328108,1151317,1027151,965400,1203985,1079462,973705,916684
31302,Beeville,47805.0,48,Texas,TX,80.34844,83.41666,85.18446,86.94568000000001,72.59494000000001,75.61832,81.42823,81.74885,30412,23412,17630,10696,26805,25171,18184,9689
31303,Kerrville,64467.0,48,Texas,TX,82.95071,85.28338000000001,85.98977,87.26961,77.05131999999999,81.36777,82.85337,87.21851,53015,50155,43220,36501,49496,44552,36352,30416
31401,Midland,262282.0,48,Texas,TX,79.21758,82.26595999999999,83.7186,85.90971,73.58319,78.53644,81.10018000000001,83.97555,180383,151888,145778,143667,148139,160376,155234,140803
31402,Pecos,31286.0,48,Texas,TX,79.02034,80.79569000000001,85.61694,88.4104,72.21200999999999,78.69308000000001,79.60654,82.31736,23113,17126,14384,8017,19241,19195,15545,7100
31503,Laredo,210580.0,48,Texas,TX,82.26313,83.54245,79.807,82.14635,75.8611,77.86423,79.05625,81.10436999999999,226108,104755,60487,48047,212609,106322,61815,47614
31600,Brownsville,978369.0,48,Texas,TX,82.67953,83.15565,83.95945,86.31744,77.4717,79.69312,81.19976,83.35698000000001,1082910,447865,255943,183615,986632,435667,246071,177955
31700,Corpus Christi,503493.0,48,Texas,TX,79.88951999999999,81.87204,84.33775,85.96584,73.6481,78.07744,80.5249,84.26541,406772,280473,252169,204238,345065,293161,267530,196437
31800,College Station,208437.0,48,Texas,TX,81.42781,84.47485999999999,84.46555,88.10765,76.56981,79.77435,81.38268000000001,85.48148,114073,98780,94629,95489,103558,100350,95996,90637
31900,Pearland,320912.0,48,Texas,TX,80.25018,82.88143000000001,84.07539,86.91476,75.22861,79.10649000000001,81.42466999999999,84.03007,199214,188784,215951,250870,170166,197318,233452,253945
32000,Houston,4504013.0,48,Texas,TX,81.79932,83.13515,84.64231,87.27060999999999,76.69479,78.9916,81.28934,84.91247,2979966,2727209,2430836,3407386,2742043,2584816,2427498,3504724
32100,Beaumont,497770.0,48,Texas,TX,82.0179,84.25671,85.85536,87.26739,75.64719000000001,80.02035,82.50707,84.08024,373485,289555,280784,228926,298321,292879,297167,218245
32201,Huntsville,191792.0,48,Texas,TX,80.77265,84.25376,85.9282,87.81078000000001,76.07342,79.22369,81.98186,84.42241999999999,135678,109424,90279,57561,113828,110472,87941,51447
32202,Nacogdoches,103842.0,48,Texas,TX,81.40745,84.56274,85.43307,87.97981,76.59846,80.64333,82.67520999999999,83.78081999999999,82898,60146,49129,32366,71232,63792,48009,28999
32301,San Angelo,113973.0,48,Texas,TX,80.12917,83.07964,87.07129,88.58471,75.90456999999999,80.16336,82.28558000000001,84.59624000000001,79769,70703,64650,45132,73128,66838,61337,41197
32304,Uvalde,35212.0,48,Texas,TX,81.70603,85.82059,86.44332,85.78298000000001,77.58991999999999,81.29607,80.71735,79.28766999999999,34750,19948,14742,10793,32984,20426,14709,9560
32305,Del Rio,49316.0,48,Texas,TX,80.51916999999999,83.24818,83.20799,86.57952,76.2048,79.20708,81.7691,82.75925,47627,26043,19380,12940,42448,27868,20603,12384
32306,Eagle Pass,47297.0,48,Texas,TX,81.29448000000001,84.68505,87.60802,87.26411999999999,75.3156,78.63605,80.34727,78.4453,64773,26659,10975,4607,65610,26722,11265,4223
32401,Big Spring,54073.0,48,Texas,TX,79.82705,80.34942,83.61584,86.92432,73.61645,77.12872,79.8042,83.34363,33856,27249,25095,16624,31416,29239,25186,14770
32403,Snyder,26918.0,48,Texas,TX,81.60351,79.84863,86.7935,87.30624,72.88719,76.04173,82.53968,86.41111,16485,13957,14250,8240,13975,15347,14479,7426
32501,Abilene,191518.0,48,Texas,TX,80.21455999999999,82.6162,85.14806,88.03118,75.32426,80.30545,82.9285,83.35013000000001,136403,116143,103445,64095,121046,118246,98302,56641
32601,Wichita Falls,151524.0,48,Texas,TX,79.18387,82.08733000000001,84.33106,87.60229,74.13391,79.2241,81.81000999999999,85.70331999999999,90193,91067,89877,55041,79869,90897,87927,49106
32602,Graham,28556.0,48,Texas,TX,81.19162,84.62302,83.54462,85.96976,75.85011,81.70123000000001,82.73354,84.44009,21995,17973,15779,10228,19848,19572,15567,8997
32701,Brownwood,58246.0,48,Texas,TX,80.51785,82.256,82.75842,88.38624,75.81846,80.70487,84.53045999999999,82.57729,45865,38787,31238,15482,42776,39539,29611,13697
32702,Stephenville,55256.0,48,Texas,TX,82.02058000000001,85.04878000000001,85.4757,86.66759,77.24316,81.26833,83.39863000000001,83.48918,37263,33425,27541,17198,37137,34639,26801,15343
32801,Waco,281618.0,48,Texas,TX,80.13195999999999,83.9022,85.79935,87.29527,75.62485,79.07625999999999,81.93893,84.55766,198614,173674,156961,111120,180805,171155,150368,100796
32802,Corsicana,100377.0,48,Texas,TX,81.34312,83.56348,84.39950999999999,89.09406,76.56716,79.3615,80.43999000000001,82.52013000000001,81335,60961,53687,35198,70546,63435,53440,31095
32900,Killeen,330714.0,48,Texas,TX,80.77686,82.82539,84.64624,86.82644,75.40652,78.85964,81.52219000000001,85.11031,202768,203824,191925,123980,172594,203486,189109,113390
33000,Fort Worth,1804370.0,48,Texas,TX,81.19738000000001,83.01773,84.94767,87.32181,75.81966,78.77225,81.74797,84.88072,1086198,1168382,1166088,1316344,1008941,1101640,1172583,1300519
33100,Dallas,3405666.0,48,Texas,TX,81.98491,83.70541999999999,85.51411999999999,87.6022,77.34836999999999,79.39374000000001,81.86373,85.23495,1969306,2133669,1993274,2690241,1939903,1936577,1911483,2740751
33200,Paris,185835.0,48,Texas,TX,80.44071,84.28693,85.1774,87.13826,75.45776,78.16454,83.18275,83.18953,148546,121430,107044,64334,132898,123521,103370,58469
33300,Tyler,434643.0,48,Texas,TX,81.92828,84.09441,86.29397,87.60821,76.06342,79.56451,82.16801,84.70907,332980,287632,251161,186526,288914,275257,240018,169119
